num,name,blog or review,visitor review content
16,배곧 우정횟집,방문자 리뷰,이모님들 너무너무 친절하시고요 조개도 신선하고 다른곳에 비해 조개 종류가 많아서 너무 좋았어요! :)
17,배곧 우정횟집,방문자 리뷰,오랜만에 다녀온 오이도 음식 너무나도 맛있고 가격대비 최고 홀서빙해 주시는 이모님 너무나도 친절하고 피드백도 빠르고 너무 좋아요 다음에 또 방문합니다
18,배곧 우정횟집,방문자 리뷰,일단 뷰가 너무 좋습니다직원분들도 친절하시고   음식도 깔끔하니 맛잇습니다
19,배곧 우정횟집,방문자 리뷰,"사장님이 엄청 친절하시고, 뷰도 좋고 회가 신선하고 맛있어요~~"
20,배곧 우정횟집,방문자 리뷰,양도 많고 맛있어요. 이모님도 친절하시고 특히 여기 간장게장 한번 맛보면 다른집 못가요.
21,배곧 우정횟집,방문자 리뷰,"너무 신선하고 맛있어요!!
이모님도 친절하고 넓고 깨끗해요
밑반찬도 다양하게 나오고 맛있는게 최고"
22,배곧 우정횟집,방문자 리뷰,오랜만에 갔는데 가격은 올랐는데 음식이 형편없네요...... 나오던 밑반찬수도 엄청 줄었구요 모듬회랑 물회는 절대 시키지마세요
23,배곧 우정횟집,방문자 리뷰,"사장님도 친절하시고 기본 반찬과
해산물도 신선하고 맛있어요"
24,배곧 우정횟집,방문자 리뷰,뷰도 좋고 좋으신분들과 같이 왔는데 엄청 맛있습니다~ 담에도 또 오겠습니다
25,배곧 우정횟집,방문자 리뷰,안 남기고 다 먹음 짱맛있고 친절해용
26,배곧 우정횟집,방문자 리뷰,이모님들 너무너무 친절하시고요 조개도 신선하고 다른곳에 비해 조개 종류가 많아서 너무 좋았어요! :)
27,배곧 우정횟집,방문자 리뷰,오랜만에 다녀온 오이도 음식 너무나도 맛있고 가격대비 최고 홀서빙해 주시는 이모님 너무나도 친절하고 피드백도 빠르고 너무 좋아요 다음에 또 방문합니다
28,배곧 우정횟집,방문자 리뷰,일단 뷰가 너무 좋습니다직원분들도 친절하시고   음식도 깔끔하니 맛잇습니다
29,배곧 우정횟집,방문자 리뷰,"사장님이 엄청 친절하시고, 뷰도 좋고 회가 신선하고 맛있어요~~"
30,배곧 우정횟집,방문자 리뷰,양도 많고 맛있어요. 이모님도 친절하시고 특히 여기 간장게장 한번 맛보면 다른집 못가요.
31,배곧 우정횟집,방문자 리뷰,"너무 신선하고 맛있어요!!
이모님도 친절하고 넓고 깨끗해요
밑반찬도 다양하게 나오고 맛있는게 최고"
32,배곧 우정횟집,방문자 리뷰,오랜만에 갔는데 가격은 올랐는데 음식이 형편없네요...... 나오던 밑반찬수도 엄청 줄었구요 모듬회랑 물회는 절대 시키지마세요
33,배곧 우정횟집,방문자 리뷰,"사장님도 친절하시고 기본 반찬과
해산물도 신선하고 맛있어요"
34,배곧 우정횟집,방문자 리뷰,뷰도 좋고 좋으신분들과 같이 왔는데 엄청 맛있습니다~ 담에도 또 오겠습니다
35,배곧 우정횟집,방문자 리뷰,안 남기고 다 먹음 짱맛있고 친절해용
36,배곧 우정횟집,방문자 리뷰,이모님들 너무너무 친절하시고요 조개도 신선하고 다른곳에 비해 조개 종류가 많아서 너무 좋았어요! :)
37,배곧 우정횟집,방문자 리뷰,오랜만에 다녀온 오이도 음식 너무나도 맛있고 가격대비 최고 홀서빙해 주시는 이모님 너무나도 친절하고 피드백도 빠르고 너무 좋아요 다음에 또 방문합니다
38,배곧 우정횟집,방문자 리뷰,일단 뷰가 너무 좋습니다직원분들도 친절하시고   음식도 깔끔하니 맛잇습니다
39,배곧 우정횟집,방문자 리뷰,"사장님이 엄청 친절하시고, 뷰도 좋고 회가 신선하고 맛있어요~~"
40,배곧 우정횟집,방문자 리뷰,양도 많고 맛있어요. 이모님도 친절하시고 특히 여기 간장게장 한번 맛보면 다른집 못가요.
41,배곧 우정횟집,방문자 리뷰,맛있어요~창가에 앉으면 뷰도 좋습니당~~
42,배곧 우정횟집,방문자 리뷰,오래된 단골집 입니다. 맛있게 먹었습니다. 어느순간부터 간강게장 추가비용 받는게 아쉽지만..   늘 찾는곳이예요~~
43,배곧 우정횟집,방문자 리뷰,"음식 가짓수도 많고 맛좋아요
게다가 뷰 맛집이네요~"
44,배곧 우정횟집,방문자 리뷰,오이도에 오면 항상 들리는 맛집!
45,배곧 우정횟집,방문자 리뷰,친절하시고 좋았어요. 가격은 좀 비싸긴해요. 생각보다 칼국수는 별로였구요. 스끼다시는 잘 나왔어요.
46,배곧 우정횟집,방문자 리뷰,이모님 너무 친절하시고 반찬들도  넘후 맛있어요! 인생맛집 존맛탠 오이도하면 우정횟집 냠냠 메인음식도 나무나무 맛있아요 잘먹고갑니당~!
47,배곧 우정횟집,방문자 리뷰,너무너무 맛있어요~~~👍🏼👍🏼👍🏼☺️
48,배곧 우정횟집,방문자 리뷰,"위에 리뷰. 사진처럼 저랬다면. 좋았을껄. 그릇도 전혀다르네. 꼭 저렇게 해달라 하시길~^* 뜨내기 손님으로 봤어도 그렇게 대하지는 않을 듯. 아무리 바빠도~ 처음
에 물통. 종이컵. 수저도 우당탕 놓기 시작하더니.. 상을 빨리 치워줘야 맛있는 거 드실 수 있다며, 빨리 먹고 나가라는 식. 옆에서 계속 우당탕 치우는데, 메인 모듬
회가 나왔는데, 맛있게 드세요. 하더니, 가버려놓고, 이거 안나왔다고 했더니, 나올 꺼라고 핑계대면서 툭 거리고. 결국 생선구이, 샐러드. 몇가지가 안나온 ..."
49,배곧 우정횟집,방문자 리뷰,"모듬회 코스 소자 시켰는데, 너무 풍성하고 괜찮았어요! 관광지 주변은  맛은 별로고, 비싼경우가 많은데 여긴 여자 셋 양이서 모둠회 소자 시키니 정말 배불르게 
잘 먹었습니다!  원래 리뷰 잘 안쓰는데! 너무 만족해서 적어요 ㅎㅎ 회, 스키다시 모두 다채롭고 싱싱했고, 직원분들도 다 친절 하셨어요! 특히 강아지 동반 되서 좋
네요 ㅎㅎ"
50,배곧 우정횟집,방문자 리뷰,"친구 소개로 오늘 처음 와 봤는데 가게 안에도 매우 청결할 뿐더러 가성비 가득한 음식들이 가득했어요!
다음에도 방문 할 예정입니당 ~~~~"
51,배곧 우정횟집,방문자 리뷰,맛있어요~창가에 앉으면 뷰도 좋습니당~~
52,배곧 우정횟집,방문자 리뷰,오래된 단골집 입니다. 맛있게 먹었습니다. 어느순간부터 간강게장 추가비용 받는게 아쉽지만..   늘 찾는곳이예요~~
53,배곧 우정횟집,방문자 리뷰,"음식 가짓수도 많고 맛좋아요
게다가 뷰 맛집이네요~"
54,배곧 우정횟집,방문자 리뷰,오이도에 오면 항상 들리는 맛집!
55,배곧 우정횟집,방문자 리뷰,친절하시고 좋았어요. 가격은 좀 비싸긴해요. 생각보다 칼국수는 별로였구요. 스끼다시는 잘 나왔어요.
56,배곧 우정횟집,방문자 리뷰,이모님 너무 친절하시고 반찬들도  넘후 맛있어요! 인생맛집 존맛탠 오이도하면 우정횟집 냠냠 메인음식도 나무나무 맛있아요 잘먹고갑니당~!
57,배곧 우정횟집,방문자 리뷰,너무너무 맛있어요~~~👍🏼👍🏼👍🏼☺️
58,배곧 우정횟집,방문자 리뷰,"위에 리뷰. 사진처럼 저랬다면. 좋았을껄. 그릇도 전혀다르네. 꼭 저렇게 해달라 하시길~^* 뜨내기 손님으로 봤어도 그렇게 대하지는 않을 듯. 아무리 바빠도~ 처음
에 물통. 종이컵. 수저도 우당탕 놓기 시작하더니.. 상을 빨리 치워줘야 맛있는 거 드실 수 있다며, 빨리 먹고 나가라는 식. 옆에서 계속 우당탕 치우는데, 메인 모듬
회가 나왔는데, 맛있게 드세요. 하더니, 가버려놓고, 이거 안나왔다고 했더니, 나올 꺼라고 핑계대면서 툭 거리고. 결국 생선구이, 샐러드. 몇가지가 안나온 ..."
59,배곧 우정횟집,방문자 리뷰,"모듬회 코스 소자 시켰는데, 너무 풍성하고 괜찮았어요! 관광지 주변은  맛은 별로고, 비싼경우가 많은데 여긴 여자 셋 양이서 모둠회 소자 시키니 정말 배불르게 
잘 먹었습니다!  원래 리뷰 잘 안쓰는데! 너무 만족해서 적어요 ㅎㅎ 회, 스키다시 모두 다채롭고 싱싱했고, 직원분들도 다 친절 하셨어요! 특히 강아지 동반 되서 좋
네요 ㅎㅎ"
60,배곧 우정횟집,방문자 리뷰,"친구 소개로 오늘 처음 와 봤는데 가게 안에도 매우 청결할 뿐더러 가성비 가득한 음식들이 가득했어요!
다음에도 방문 할 예정입니당 ~~~~"
1,배곧 소쇄원 배곧본점,방문자 리뷰,"두번째 방문인데 이제야 리뷰쓰네욤. 배곧 먹을곳 많아서 두번이상가야 맛집이다 할정도로 번화가인데 두번오면 말 다했쥬🤣 밑반찬이 상이 부족할 정도에요. 반
찬들은 무한으로 셀프바라 부족함 없고 고기도 가성비 좋네요. 날씨 좋아져서 야외테이블에서 먹었는데 인기많네요 테이블 꽉찼더라구용 동네에 이런맛집 있어서
좋습니다. 돼지고기는 한번도 여기서 안먹어봤는데 다 먹구 일어나려는데 뒤에 테이블에서 고기보고 담엔 돼지고기 먹어보자 하고 나왔습니다. 소쇄원 돈..."
2,배곧 소쇄원 배곧본점,방문자 리뷰,맨날 미인세트만 먹다가 삼겹한판먹었는데…대박..이거 진짜 양많고ㅜㅜ너무 맛있어요…소고기맛집은 돼지고기도 맛있네요…술도 진짜..이시릴정도로 시원해서…여기만오면 기본 4병입니다..또올꺼에요..
3,배곧 소쇄원 배곧본점,방문자 리뷰,"소쇄원배곧본점 가보았는데요  한정 주문해야 되는 일품소갈비 몽땅 주문했더니 계란찜이 기본으로 나와요  곁들임(사이드메뉴)은 김치말이국수 & 된장찌개에 공
기밥 주문해갖고 소주 한 상 제대로 먹고 나왔습니다  가격에 맛까지 만족스럽고, 우리 동네에 이런 곳이 왜 없나 싶어요"
4,배곧 소쇄원 배곧본점,방문자 리뷰,"저렴한데 맛있어요!! 고기 진짜 와웅……
손님 많은 이유가 있습니다
반찬이 달달해서 쫌 덜 달았으면 좋겠어요🤗"
5,배곧 소쇄원 배곧본점,방문자 리뷰,"안창살 주문했는데 너무 맛있어요!!!  정말 부드럽고 나오는 반찬도 맛있고, 추가주문한 육회 비빔밥 완전 제 스탈 입니다 ㅠㅠ!!!!!!!"
6,배곧 소쇄원 배곧본점,방문자 리뷰,"매장 넓고 음식도 다 맛있고
반찬 셀프라서 좋아요!!!"
7,배곧 소쇄원 배곧본점,방문자 리뷰,"매번 소고기 먹다가 삼겹먹엇는데 이것도 맛있네요. 
역시나 이동네 가성비 식당! "
8,배곧 소쇄원 배곧본점,방문자 리뷰,정말 너무너무 맛있어요 최고입니당❤️❤️❤️ 사장님 친절하시고 맛집입니다!
9,배곧 소쇄원 배곧본점,방문자 리뷰,여기진짜 배곧최고맛집이에요ㅠㅠ술이너무차서…술이술을 부름..ㅎㅎ
10,배곧 소쇄원 배곧본점,방문자 리뷰,"배곧 맛집~~~소쇄원 단골이 되어가네요 .고기 먹고싶은 날,기분좋은 날,배곧쪽으로 가는날 ~~가성비 으뜸!!맛도 좋고 서비스도 좋고 고기 땡길땐 소쇄원으로 ~~~~!!"
11,배곧 소쇄원 배곧본점,방문자 리뷰,"테라스 자리 있어서 너무 좋아요!! 그리고 고기도 좋고 맛있어요~ 동네에 사는데, 소고기 먹고싶을 땐 여기로 오력 요"
12,배곧 소쇄원 배곧본점,방문자 리뷰,항상 미인세트만 먹다가 소갈비메뉴가 생겨서 먹어봤는데…!소갈비도 너무 맛있어요ㅜㅜ반찬도 하나하나 넘 맛있구요..특히 술이 넘 차가워서..계속 들어가네요^^사장님..장사 잘하시네요..재방문 의사 있습니다!
13,배곧 소쇄원 배곧본점,방문자 리뷰,일주일 만에 또 왔어용 ♥️ 맛있어요 
14,배곧 소쇄원 배곧본점,방문자 리뷰,"오늘 처음 방문 한 소쇄원..
고기 부위별로 깃발이 있어서 너무 귀어웠어요! 맛있었어요 ㅠㅠ 미인세트 둘이 먹기 양도 넉넉하고 가격도 좋고 서비스 너무 감사합니다 ㅠㅠ 안그래도 맛 보고 싶었거든요! 신선한 재료로 너무 감사한 식사였습니다 💛"
15,배곧 소쇄원 배곧본점,방문자 리뷰,넘나맛나용^^반찬이 조금 달아요
16,배곧 소쇄원 배곧본점,방문자 리뷰,"애기랑 같이갔어요~~리뷰 잘안쓰는데 정말 고기맛있네요~~이가격에 정말 가성비 최고네유~~ 부모님 모시고 또가야겠네용^^ 애기도 고기맛있오~~ㅋㅋ 많이파
세용~"
17,배곧 소쇄원 배곧본점,방문자 리뷰,퀄리티 좋은 고기 맛나게 먹을거에오오오옹
18,배곧 소쇄원 배곧본점,방문자 리뷰,감사합니다. 잘 먹었습니다.
19,배곧 소쇄원 배곧본점,방문자 리뷰,고기 질 너무좋고 가격도좋아요~~ 테라스에서 먹으니까 분위기좋네요 ^^ 추천합니다~~
20,배곧 소쇄원 배곧본점,방문자 리뷰,고기가 너무 맛있고 신선했어요! 배곧에서 여러 고깃집 다녔는데 너무 맛있었어요👍🏻👍🏻
21,배곧 소쇄원 배곧본점,방문자 리뷰,"테라스 자리 있어서 너무 좋아요!! 그리고 고기도 좋고 맛있어요~ 동네에 사는데, 소고기 먹고싶을 땐 여기로 오력 요"
22,배곧 소쇄원 배곧본점,방문자 리뷰,항상 미인세트만 먹다가 소갈비메뉴가 생겨서 먹어봤는데…!소갈비도 너무 맛있어요ㅜㅜ반찬도 하나하나 넘 맛있구요..특히 술이 넘 차가워서..계속 들어가네요^^사장님..장사 잘하시네요..재방문 의사 있습니다!
23,배곧 소쇄원 배곧본점,방문자 리뷰,일주일 만에 또 왔어용 ♥️ 맛있어요 
24,배곧 소쇄원 배곧본점,방문자 리뷰,"오늘 처음 방문 한 소쇄원..
고기 부위별로 깃발이 있어서 너무 귀어웠어요! 맛있었어요 ㅠㅠ 미인세트 둘이 먹기 양도 넉넉하고 가격도 좋고 서비스 너무 감사합니다 ㅠㅠ 안그래도 맛 보고 싶었거든요! 신선한 재료로 너무 감사한 식사였습니다 💛"
25,배곧 소쇄원 배곧본점,방문자 리뷰,넘나맛나용^^반찬이 조금 달아요
26,배곧 소쇄원 배곧본점,방문자 리뷰,"애기랑 같이갔어요~~리뷰 잘안쓰는데 정말 고기맛있네요~~이가격에 정말 가성비 최고네유~~ 부모님 모시고 또가야겠네용^^ 애기도 고기맛있오~~ㅋㅋ 많이파
세용~"
27,배곧 소쇄원 배곧본점,방문자 리뷰,퀄리티 좋은 고기 맛나게 먹을거에오오오옹
28,배곧 소쇄원 배곧본점,방문자 리뷰,감사합니다. 잘 먹었습니다.
29,배곧 소쇄원 배곧본점,방문자 리뷰,고기 질 너무좋고 가격도좋아요~~ 테라스에서 먹으니까 분위기좋네요 ^^ 추천합니다~~
30,배곧 소쇄원 배곧본점,방문자 리뷰,고기가 너무 맛있고 신선했어요! 배곧에서 여러 고깃집 다녔는데 너무 맛있었어요👍🏻👍🏻
31,배곧 소쇄원 배곧본점,방문자 리뷰,"테라스 자리 있어서 너무 좋아요!! 그리고 고기도 좋고 맛있어요~ 동네에 사는데, 소고기 먹고싶을 땐 여기로 오력 요"
32,배곧 소쇄원 배곧본점,방문자 리뷰,항상 미인세트만 먹다가 소갈비메뉴가 생겨서 먹어봤는데…!소갈비도 너무 맛있어요ㅜㅜ반찬도 하나하나 넘 맛있구요..특히 술이 넘 차가워서..계속 들어가네요^^사장님..장사 잘하시네요..재방문 의사 있습니다!
33,배곧 소쇄원 배곧본점,방문자 리뷰,일주일 만에 또 왔어용 ♥️ 맛있어요 
34,배곧 소쇄원 배곧본점,방문자 리뷰,"오늘 처음 방문 한 소쇄원..
고기 부위별로 깃발이 있어서 너무 귀어웠어요! 맛있었어요 ㅠㅠ 미인세트 둘이 먹기 양도 넉넉하고 가격도 좋고 서비스 너무 감사합니다 ㅠㅠ 안그래도 맛 보고 싶었거든요! 신선한 재료로 너무 감사한 식사였습니다 💛"
35,배곧 소쇄원 배곧본점,방문자 리뷰,넘나맛나용^^반찬이 조금 달아요
36,배곧 소쇄원 배곧본점,방문자 리뷰,"애기랑 같이갔어요~~리뷰 잘안쓰는데 정말 고기맛있네요~~이가격에 정말 가성비 최고네유~~ 부모님 모시고 또가야겠네용^^ 애기도 고기맛있오~~ㅋㅋ 많이파
세용~"
37,배곧 소쇄원 배곧본점,방문자 리뷰,퀄리티 좋은 고기 맛나게 먹을거에오오오옹
38,배곧 소쇄원 배곧본점,방문자 리뷰,감사합니다. 잘 먹었습니다.
39,배곧 소쇄원 배곧본점,방문자 리뷰,고기 질 너무좋고 가격도좋아요~~ 테라스에서 먹으니까 분위기좋네요 ^^ 추천합니다~~
40,배곧 소쇄원 배곧본점,방문자 리뷰,고기가 너무 맛있고 신선했어요! 배곧에서 여러 고깃집 다녔는데 너무 맛있었어요👍🏻👍🏻
41,배곧 소쇄원 배곧본점,방문자 리뷰,"고기는 맛있었음
하지만 전체적으로 정신없구 직원들 불친절함"
42,배곧 소쇄원 배곧본점,방문자 리뷰,고기도 좋고 맛있고 서비스도 좋아요!! 가성비좋고 자주 올것같아요~~
43,배곧 소쇄원 배곧본점,방문자 리뷰,"여기 저희 진짜 단골집이예여
고기 신선하고 넘 맛있어여"
44,배곧 소쇄원 배곧본점,방문자 리뷰,"고기가 맛있고, 직원분들도 친절해요"
45,배곧 소쇄원 배곧본점,방문자 리뷰,"이런거 처음인데, 아주 괜찮은 것 같습니다!
반찬 주시던 분이 간, 천엽 서비스로 주냐고 물어보고, 5000원 하는 천엽도 받고, 육회도 서비스 주시고 넘 좋더라구요! 인원이 좀 많아서 육회 한입 씩 하면 끝났지만 그래도 좋더라구요ㅎㅎ 다음엔 전골? 맛있다고 맛있다고 그래서 먹어보려 합니다~~ ٩( ᐛ )و"
46,배곧 소쇄원 배곧본점,방문자 리뷰,넓고 맛잇어요 (이베리코먹음)
47,배곧 소쇄원 배곧본점,방문자 리뷰,맛있어서  자주 오는 편이예요^^%
48,배곧 소쇄원 배곧본점,방문자 리뷰,맛있어요 또 방문할것같아요!
49,배곧 소쇄원 배곧본점,방문자 리뷰,황제갈비몽땅 무려 400g에 29000원? 이게 실화네 ..헉~~가격에 놀람 😬 양에 더욱 놀람 😬맛에 더더욱 놀람 😬  가성비 짱!!!
50,배곧 소쇄원 배곧본점,방문자 리뷰,"고기는 맛있었음
하지만 전체적으로 정신없구 직원들 불친절함"
51,배곧 소쇄원 배곧본점,방문자 리뷰,고기도 좋고 맛있고 서비스도 좋아요!! 가성비좋고 자주 올것같아요~~
52,배곧 소쇄원 배곧본점,방문자 리뷰,"여기 저희 진짜 단골집이예여
고기 신선하고 넘 맛있어여"
53,배곧 소쇄원 배곧본점,방문자 리뷰,"고기가 맛있고, 직원분들도 친절해요"
54,배곧 소쇄원 배곧본점,방문자 리뷰,"이런거 처음인데, 아주 괜찮은 것 같습니다!
반찬 주시던 분이 간, 천엽 서비스로 주냐고 물어보고, 5000원 하는 천엽도 받고, 육회도 서비스 주시고 넘 좋더라구요! 인원이 좀 많아서 육회 한입 씩 하면 끝났지만 그래도 좋더라구요ㅎㅎ 다음엔 전골? 맛있다고 맛있다고 그래서 먹어보려 합니다~~ ٩( ᐛ )و"
55,배곧 소쇄원 배곧본점,방문자 리뷰,넓고 맛잇어요 (이베리코먹음)
56,배곧 소쇄원 배곧본점,방문자 리뷰,맛있어서  자주 오는 편이예요^^%
57,배곧 소쇄원 배곧본점,방문자 리뷰,맛있어요 또 방문할것같아요!
58,배곧 소쇄원 배곧본점,방문자 리뷰,황제갈비몽땅 무려 400g에 29000원? 이게 실화네 ..헉~~가격에 놀람 😬 양에 더욱 놀람 😬맛에 더더욱 놀람 😬  가성비 짱!!!
59,배곧 소쇄원 배곧본점,방문자 리뷰,배곧 숯불구이는 소쇄원^^
60,배곧 소쇄원 배곧본점,방문자 리뷰,명품와규는 사랑입니다♥
61,배곧 소쇄원 배곧본점,방문자 리뷰,매장 들어왔는데 깔끔하고 넓었어요! 둘 다 음식 욕심 때문에 어떤 세트 시킬지 고민하는데 친절하게 알려주셨어용 ㅎㅎ 음식 나오는 것도 깔끔하고 된장찌개 꼭 시켜드세요😋
62,배곧 소쇄원 배곧본점,방문자 리뷰,"가족끼리 점심식사하러왔는데
기본찬인 파김치 열무김치 부터 메인메뉴까지 짱 맛잇어요"
63,배곧 소쇄원 배곧본점,방문자 리뷰,항상 맛있게 잘 먹고가요
64,배곧 소쇄원 배곧본점,방문자 리뷰,고기가 넘 맛있어요
65,배곧 소쇄원 배곧본점,방문자 리뷰,고기가 맛있어요~재방문할께요!!
66,배곧 소쇄원 배곧본점,방문자 리뷰,깔끔하고 맛있고 서비스육회도 베리굿이에요
67,배곧 소쇄원 배곧본점,방문자 리뷰,맛있게 잘 먹었습니다.
68,배곧 소쇄원 배곧본점,방문자 리뷰,진짜 너무너무 맛있어요!!
69,배곧 소쇄원 배곧본점,방문자 리뷰,배곧 숯불구이는 소쇄원^^
70,배곧 소쇄원 배곧본점,방문자 리뷰,명품와규는 사랑입니다♥
71,배곧 소쇄원 배곧본점,방문자 리뷰,매장 들어왔는데 깔끔하고 넓었어요! 둘 다 음식 욕심 때문에 어떤 세트 시킬지 고민하는데 친절하게 알려주셨어용 ㅎㅎ 음식 나오는 것도 깔끔하고 된장찌개 꼭 시켜드세요😋
72,배곧 소쇄원 배곧본점,방문자 리뷰,"가족끼리 점심식사하러왔는데
기본찬인 파김치 열무김치 부터 메인메뉴까지 짱 맛잇어요"
73,배곧 소쇄원 배곧본점,방문자 리뷰,항상 맛있게 잘 먹고가요
74,배곧 소쇄원 배곧본점,방문자 리뷰,고기가 넘 맛있어요
75,배곧 소쇄원 배곧본점,방문자 리뷰,고기가 맛있어요~재방문할께요!!
76,배곧 소쇄원 배곧본점,방문자 리뷰,깔끔하고 맛있고 서비스육회도 베리굿이에요
77,배곧 소쇄원 배곧본점,방문자 리뷰,맛있게 잘 먹었습니다.
78,배곧 소쇄원 배곧본점,방문자 리뷰,진짜 너무너무 맛있어요!!
79,배곧 소쇄원 배곧본점,방문자 리뷰,배곧 숯불구이는 소쇄원^^
80,배곧 소쇄원 배곧본점,방문자 리뷰,명품와규는 사랑입니다♥
81,배곧 소쇄원 배곧본점,방문자 리뷰,매장 들어왔는데 깔끔하고 넓었어요! 둘 다 음식 욕심 때문에 어떤 세트 시킬지 고민하는데 친절하게 알려주셨어용 ㅎㅎ 음식 나오는 것도 깔끔하고 된장찌개 꼭 시켜드세요😋
82,배곧 소쇄원 배곧본점,방문자 리뷰,"가족끼리 점심식사하러왔는데
기본찬인 파김치 열무김치 부터 메인메뉴까지 짱 맛잇어요"
83,배곧 소쇄원 배곧본점,방문자 리뷰,항상 맛있게 잘 먹고가요
84,배곧 소쇄원 배곧본점,방문자 리뷰,고기가 넘 맛있어요
85,배곧 소쇄원 배곧본점,방문자 리뷰,고기가 맛있어요~재방문할께요!!
86,배곧 소쇄원 배곧본점,방문자 리뷰,깔끔하고 맛있고 서비스육회도 베리굿이에요
87,배곧 소쇄원 배곧본점,방문자 리뷰,맛있게 잘 먹었습니다.
88,배곧 소쇄원 배곧본점,방문자 리뷰,진짜 너무너무 맛있어요!!
1,배곧 경양카츠 배곧점,방문자 리뷰,분위기도 좋고 음식도 맛있어요~ 일찍가서 드시는게 좋아요~ 저녁엔 품절되는 메뉴가 좀 있네요~~ 
2,배곧 경양카츠 배곧점,방문자 리뷰,"깔끔하고 무엇보다 음식이 엄청 맛있는 집!
분위기도 좋고 모든게 백점!! 엄청 자주옵다... ㅎ"
3,배곧 경양카츠 배곧점,방문자 리뷰,진짜.밋있어요 ㅠㅠ  갬동   조카랑 맛있게 먹으러왔어용  조카도 신나고 엄마도 좋아하고 다음에 또올확률100%  잘먹었습니다 추천♡
4,배곧 경양카츠 배곧점,방문자 리뷰,인테리어도 이쁘고 음식도 진짜 맛있어요ㅠㅠ
5,배곧 경양카츠 배곧점,방문자 리뷰,"지나가다가 우연히 들어갔는데 좋았어요
등심보다 안심카츠가 맛있어요 "
6,배곧 경양카츠 배곧점,방문자 리뷰,넘 맛있어서 5번째 방문해요❤️!!!
7,배곧 경양카츠 배곧점,방문자 리뷰,"남자친구가  맛있다고
또 오자네요~~^^"
